,tokenids,sentences,targets
127,52277,"""`` Of all the unreasonable women I ever saw she 's the worst . I told her it was all a mistake and you were n't to blame , but she just simply did n't believe me . And she rubbed it well in about my currant wine and how I 'd always said it could n't have the least effect on anybody . I just told her plainly that currant wine was n't meant to be drunk three tumblerfuls at a time and that if a child I had to do with was so greedy I 'd sober her up with a right good spanking . '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
128,46943,"""`` It is n't nonsense at all , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
129,113401,"""`` Oh , that reminds me , '' "", ","40,Josie Pye,33,Josie,3,Pye,
"
130,87015,"""`` But I did n't mean to dye it green , Marilla , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
131,98126,"""`` because I have a purpose in life . Mr. Allan says everybody should have a purpose in life and pursue it faithfully . Only he says we must first make sure that it is a worthy purpose . I would call it a worthy purpose to want to be a teacher like Miss Stacy , would n't you , Marilla ? I think it 's a very noble profession . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
132,16966,"""`` Oh , they _ meant _ to be -- I know they meant to be just as good and kind as possible . And when people mean to be good to you , you do n't mind very much when they 're not quite -- always . They had a good deal to worry them , you know . It 's a very trying to have a drunken husband , you see ; and it must be very trying to have twins three times in succession , do n't you think ? But I feel sure they meant to be good to me . '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
133,62721,"""`` I knew it ! '' "", ","130,Mrs. Lynde,58,Mrs. Rachel,17,Rachel,12,Mrs. Rachel Lynde,5,Rachel Lynde,3,Lynde,1,MRS. Rachel Lynde,
"
134,121916,"""`` Just what I say . I 'm not going to take the scholarship . I decided so the night after you came home from town . You surely do n't think I could leave you alone in your trouble , Marilla , after all you 've done for me . I 've been thinking and planning . Let me tell you my plans . Mr. Barry wants to rent the farm for next year . So you wo n't have any bother over that . And I 'm going to teach . I 've applied for the school here -- but I do n't expect to get it for I understand the trustees have promised it to Gilbert Blythe . But I can have the Carmody school -- Mr. Blair told me so last night at the store . Of course that wo n't be quite as nice or convenient as if I had the Avonlea school . But I can board home and drive myself over to Carmody and back , in the warm weather at least . And even in winter I can come home Fridays . We 'll keep a horse for that . Oh , I have it all planned out , Marilla . And I 'll read to you and keep you cheered up . You sha 'n' t be dull or lonesome . And we 'll be real cozy and happy here together , you and I. '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
135,108165,"""`` One moonbeam from the forehead to the crown '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
136,38679,"""`` I believe you are telling me a falsehood , Anne , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
137,66554,"""`` Not believe _ exactly _ , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
138,47553,"""`` Yes . That is I would n't say school to her again until she said it herself . Depend upon it , Marilla , she 'll cool off in a week or so and be ready enough to go back of her own accord , that 's what , while , if you were to make her go back right off , dear knows what freak or tantrum she 'd take next and make more trouble than ever . The less fuss made the better , in my opinion . She wo n't miss much by not going to school , as far as _ that _ goes . Mr. Phillips is n't any good at all as a teacher . The order he keeps is scandalous , that 's what , and he neglects the young fry and puts all his time on those big scholars he 's getting ready for Queen 's . He 'd never have got the school for another year if his uncle had n't been a trustee -- _ the _ trustee , for he just leads the other two around by the nose , that 's what . I declare , I do n't know what education in this Island is coming to . '' "", ","130,Mrs. Lynde,58,Mrs. Rachel,17,Rachel,12,Mrs. Rachel Lynde,5,Rachel Lynde,3,Lynde,1,MRS. Rachel Lynde,
"
139,7401,"""`` Avenue , '' "", ","9,Newbridge,
"
140,98386,"""`` But , oh , Marilla , I really felt that I had tasted the bitterness of death , as Mr. Allan said in his sermon last Sunday , when I saw Diana go out alone , '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
141,43136,"""`` Indeed I was , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
142,60571,"""`` You 'd think I ought to let Anne go to the moon if she took the notion , I 've no doubt '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
143,12083,"""`` Well now , she 's a real interesting little thing , '' "", ","334,Matthew,23,Matthew Cuthbert,1,MATTHEW,1,Cuthbert,1,MATTHEW Cuthbert,
"
144,59881,"""`` You can go , but you 're to be back here in just ten minutes , remember that . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
145,85219,"""`` No ; but she was n't always so good as she is now either , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
146,14842,"""`` I 'm going to drive over to White Sands and settle this thing . I 'll take Anne with me and Mrs. Spencer will probably make arrangements to send her back to Nova Scotia at once . I 'll set your tea out for you and I 'll be home in time to milk the cows . '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
147,92303,"""`` It 's a very fine evening , '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
148,99878,"""`` I 've studied as hard all the term as I possibly could and I 've pored over that geometry until I know every proposition in the first book off by heart , even when the letters _ are _ changed . I just feel tired of everything sensible and I 'm going to let my imagination run riot for the summer . Oh , you need n't be alarmed , Marilla . I 'll only let it run riot within reasonable limits . But I want to have a real good jolly time this summer , for maybe it 's the last summer I 'll be a little girl . Mrs. Lynde says that if I keep stretching out next year as I 've done this I 'll have to put on longer skirts . She says I 'm all running to legs and eyes . And when I put on longer skirts I shall feel that I have to live up to them and be very dignified . It wo n't even do to believe in fairies then , I 'm afraid ; so I 'm going to believe in them with all my whole heart this summer . I think we 're going to have a very gay vacation . Ruby Gillis is going to have a birthday party soon and there 's the Sunday school picnic and the missionary concert next month . And Mr. Barry says that some evening he 'll take Diana and me over to the White Sands Hotel and have dinner there . They have dinner there in the evening , you know . Jane Andrews was over once last summer and she says it was a dazzling sight to see the electric lights and the flowers and all the lady guests in such beautiful dresses . Jane says it was her first glimpse into high life and she 'll never forget it to her dying day . '' "", ","130,Mrs. Lynde,58,Mrs. Rachel,17,Rachel,12,Mrs. Rachel Lynde,5,Rachel Lynde,3,Lynde,1,MRS. Rachel Lynde,
"
149,56541,"""`` Well now , I du n no as I comprehend them all myself , '' "", ","334,Matthew,23,Matthew Cuthbert,1,MATTHEW,1,Cuthbert,1,MATTHEW Cuthbert,
"
150,52165,"""`` Well , I will , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
151,95754,"""`` I 've had a splendid time , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
152,105701,"""`` I have n't got the grit to go there and look at a paper in cold blood , '' "", ","17,Moody Spurgeon,3,Moody Spurgeon MacPherson,
"
153,39751,"""`` I took the amethyst brooch , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
154,122208,"""`` Nonsense ! '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
155,48549,"""`` It was dreadful of me to forget , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
156,36513,"""`` There , there , never mind your kissing nonsense . I 'd sooner see you doing strictly as you 're told . As for cooking , I mean to begin giving you lessons in that some of these days . But you 're so featherbrained , Anne , I 've been waiting to see if you 'd sober down a little and learn to be steady before I begin . You 've got to keep your wits about you in cooking and not stop in the middle of things to let your thoughts rove all over creation . Now , get out your patchwork and have your square done before teatime . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
157,91375,"""`` oh , Anne -- we thought -- you were -- drowned -- and we felt like murderers -- because we had made -- you be -- Elaine . And Ruby is in hysterics -- oh , Anne , how did you escape ? '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
158,102546,"""`` I was thinking about Anne , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
159,4158,"""`` I 'm not expecting a girl , '' "", ","334,Matthew,23,Matthew Cuthbert,1,MATTHEW,1,Cuthbert,1,MATTHEW Cuthbert,
"
160,113228,"""`` Well , '' "", ","71,Jane,21,Jane Andrews,
"
161,80275,"""`` So this is what Matthew has been looking so mysterious over and grinning about to himself for two weeks , is it ? '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
162,29294,"""`` What are you thinking of , Anne ? '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
163,39326,"""`` Well now , you 'll have to punish her , '' "", ","334,Matthew,23,Matthew Cuthbert,1,MATTHEW,1,Cuthbert,1,MATTHEW Cuthbert,
"
164,65567,"""`` You seem to have got on fairly well and made fewer mistakes than usual . Of course it was n't exactly necessary to starch Matthew 's handkerchiefs ! And most people when they put a pie in the oven to warm up for dinner take it out and eat it when it gets hot instead of leaving it to be burned to a crisp . But that does n't seem to be your way evidently . '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
165,83392,"""`` If I had Alice Bell 's crooked nose , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
166,85828,"""`` I 'll settle Miss Anne when she comes home , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
167,71742,"""`` Have you discovered another kindred spirit ? '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
168,108350,"""`` Do n't speak of your going away tonight , '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
169,86435,"""`` Are you sick then ? '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
170,50150,"""`` I should think Marilla 's raspberry cordial would prob ' ly be much nicer than Mrs. Lynde 's , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
171,79179,"""`` Anything else tonight , Mr. Cuthbert ? '' "", ","6,Miss Harris,
"
172,80795,"""`` That 's a Christmas present for you , Anne , '' "", ","334,Matthew,23,Matthew Cuthbert,1,MATTHEW,1,Cuthbert,1,MATTHEW Cuthbert,
"
173,79269,"""`` Oh , certainly -- certainly -- just as you say , '' "", ","334,Matthew,23,Matthew Cuthbert,1,MATTHEW,1,Cuthbert,1,MATTHEW Cuthbert,
"
174,62475,"""`` Did you have a good time last night ? I tried to stay awake until you came home , for I wanted to tell you Aunt Josephine had come and that you would have to go upstairs after all , but I was so tired I fell asleep . I hope you did n't disturb your aunt , Diana . '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
175,60924,"""`` I make so many mistakes . But then just think of all the mistakes I do n't make , although I might . I 'll get some sand and scrub up the spots before I go to school . Oh , Marilla , my heart was just set on going to that concert . I never was to a concert in my life , and when the other girls talk about them in school I feel so out of it . You did n't know just how I felt about it , but you see Matthew did . Matthew understands me , and it 's so nice to be understood , Marilla . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
176,102807,"""`` I do n't know -- I do n't want to talk as much , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
177,13963,"""`` Yes , you may wash the dishes . Take plenty of hot water , and be sure you dry them well . I 've got enough to attend to this morning for I 'll have to drive over to White Sands in the afternoon and see Mrs. Spencer . You 'll come with me and we 'll settle what 's to be done with you . After you 've finished the dishes go up-stairs and make your bed . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
178,12196,"""`` I could hire a French boy to help me , '' "", ","334,Matthew,23,Matthew Cuthbert,1,MATTHEW,1,Cuthbert,1,MATTHEW Cuthbert,
"
179,9564,"""`` all her worldly goods , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
180,116341,"""`` It 's not the first time I 've been glad , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
181,25745,"""`` I suppose we could , but we decided not to . Matthew took a fancy to her . And I must say I like her myself -- although I admit she has her faults . The house seems a different place already . She 's a real bright little thing . '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
182,112933,"""`` You 've been crying , '' "", ","40,Josie Pye,33,Josie,3,Pye,
"
183,67375,"""`` I never thought you were so fond of Mr. Phillips that you 'd require two handkerchiefs to dry your tears just because he was going away , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
184,115326,"""`` _ I _ do n't care , '' "", ","40,Josie Pye,33,Josie,3,Pye,
"
185,34664,"""`` oh , do you think you can like me a little -- enough to be my bosom friend ? '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
186,82954,"""`` Just think , Diana , I 'm thirteen years old today , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
187,106631,"""`` I just guess she has done well , and far be it from me to be backward in saying it . You 're a credit to your friends , Anne , that 's what , and we 're all proud of you . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
188,71559,"""`` Yes , and well I know it , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
189,118175,"""`` Anne , run for Martin -- quick , quick ! He 's at the barn . '' "", ","4,Martin,
"
190,104232,"""`` Dearest Diana '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
191,119051,"""`` My girl -- my girl that I 'm proud of . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
192,47095,"""`` I 'll run down and see Rachel about it this evening , '' "", ","130,Mrs. Lynde,58,Mrs. Rachel,17,Rachel,12,Mrs. Rachel Lynde,5,Rachel Lynde,3,Lynde,1,MRS. Rachel Lynde,
"
